date,branch,department,total_beds,occupied_beds,total_icu_beds,occupied_icu_beds,staff_on_duty
2024-10-17,Branch A,Orthopedics,117,95,23,14,35
2024-10-17,Branch A,Pediatrics,91,69,18,10,33
2024-10-17,Branch A,Emergency,115,75,23,18,17
2024-10-17,Branch A,General Medicine,84,78,16,16,17
2024-10-17,Branch B,Cardiology,106,71,21,20,16
2024-10-17,Branch B,Oncology,112,92,22,16,12
2024-10-17,Branch B,Orthopedics,46,30,9,6,35
2024-10-17,Branch B,Pediatrics,102,63,20,13,34
2024-10-17,Branch B,Emergency,105,91,21,18,18
2024-10-17,Branch B,General Medicine,61,39,12,12,23
2024-10-17,Branch C,Cardiology,84,54,16,8,35
2024-10-17,Branch C,Oncology,81,64,16,14,14
2024-10-17,Branch C,Orthopedics,41,26,8,2,12
2024-10-17,Branch C,Pediatrics,81,60,16,13,26
2024-10-17,Branch C,Emergency,102,92,20,16,17
2024-10-17,Branch C,General Medicine,94,74,18,11,26
2024-10-18,Branch A,Cardiology,115,102,23,12,37
2024-10-18,Branch A,Oncology,52,48,10,7,15
2024-10-18,Branch A,Orthopedics,56,56,11,11,26
2024-10-18,Branch A,Pediatrics,95,72,19,6,16
2024-10-18,Branch A,Emergency,47,18,9,9,13
2024-10-18,Branch A,General Medicine,63,45,12,9,28
2024-10-18,Branch B,Cardiology,48,39,9,9,28
2024-10-18,Branch B,Oncology,58,46,11,6,32
2024-10-18,Branch B,Orthopedics,102,71,20,17,21
2024-10-18,Branch B,Pediatrics,106,71,21,13,28
2024-10-18,Branch B,Emergency,77,61,15,10,33
2024-10-18,Branch B,General Medicine,73,53,14,6,18
2024-10-18,Branch C,Cardiology,67,45,13,12,19
2024-10-18,Branch C,Oncology,64,57,12,12,18
2024-10-18,Branch C,Orthopedics,105,83,21,21,14
2024-10-18,Branch C,Pediatrics,65,50,13,11,11
2024-10-18,Branch C,Emergency,52,19,10,10,39
2024-10-18,Branch C,General Medicine,97,57,19,17,33
2024-10-19,Branch A,Cardiology,81,71,16,10,30
2024-10-19,Branch A,Oncology,71,42,14,13,31
2024-10-19,Branch A,Orthopedics,77,73,15,13,19
2024-10-19,Branch A,Pediatrics,111,80,22,20,34
2024-10-19,Branch A,Emergency,54,32,10,7,14
2024-10-19,Branch A,General Medicine,107,76,21,16,31
2024-10-19,Branch B,Cardiology,52,46,10,9,17
2024-10-19,Branch B,Oncology,53,43,10,10,18
2024-10-19,Branch B,Orthopedics,99,60,19,14,22
2024-10-19,Branch B,Pediatrics,114,71,22,16,25
2024-10-19,Branch B,Emergency,44,44,8,6,20
2024-10-19,Branch B,General Medicine,71,60,14,9,18
2024-10-19,Branch C,Cardiology,61,43,12,5,16
2024-10-19,Branch C,Oncology,64,45,12,7,38
2024-10-19,Branch C,Orthopedics,58,30,11,7,34
2024-10-19,Branch C,Pediatrics,105,101,21,17,39
2024-10-19,Branch C,Emergency,68,41,13,6,21
2024-10-19,Branch C,General Medicine,47,47,9,9,17
2024-10-20,Branch A,Cardiology,95,69,19,15,31
2024-10-20,Branch A,Oncology,66,47,13,10,13
2024-10-20,Branch A,Orthopedics,74,54,14,12,16
2024-10-20,Branch A,Pediatrics,61,37,12,12,25
2024-10-20,Branch A,Emergency,104,74,20,12,33
2024-10-20,Branch A,General Medicine,54,48,10,7,18
2024-10-20,Branch B,Cardiology,40,36,8,0,25
2024-10-20,Branch B,Oncology,56,24,11,1,29
2024-10-20,Branch B,Orthopedics,93,59,18,8,15
2024-10-20,Branch B,Pediatrics,53,51,10,7,18
2024-10-20,Branch B,Emergency,119,66,23,17,14
2024-10-20,Branch B,General Medicine,66,45,13,13,15
2024-10-20,Branch C,Cardiology,104,80,20,12,23
2024-10-20,Branch C,Oncology,67,38,13,7,28
2024-10-20,Branch C,Orthopedics,81,76,16,8,22
2024-10-20,Branch C,Pediatrics,41,26,8,8,10
2024-10-20,Branch C,Emergency,91,61,18,15,29
2024-10-20,Branch C,General Medicine,42,40,8,4,26
2024-10-21,Branch A,Cardiology,65,38,13,11,21
2024-10-21,Branch A,Oncology,55,41,11,7,20
2024-10-21,Branch A,Orthopedics,67,55,13,9,15
2024-10-21,Branch A,Pediatrics,61,52,12,5,22
2024-10-21,Branch A,Emergency,69,47,13,12,20
2024-10-21,Branch A,General Medicine,106,99,21,11,20
2024-10-21,Branch B,Cardiology,107,84,21,15,35
2024-10-21,Branch B,Oncology,40,33,8,4,24
2024-10-21,Branch B,Orthopedics,75,55,15,10,19
2024-10-21,Branch B,Pediatrics,100,61,20,15,34
2024-10-21,Branch B,Emergency,99,56,19,13,14
2024-10-21,Branch B,General Medicine,114,78,22,15,24
2024-10-21,Branch C,Cardiology,99,77,19,15,26
2024-10-21,Branch C,Oncology,99,73,19,13,21
2024-10-21,Branch C,Orthopedics,103,67,20,18,19
2024-10-21,Branch C,Pediatrics,78,56,15,12,26
2024-10-21,Branch C,Emergency,62,54,12,6,15
2024-10-21,Branch C,General Medicine,51,31,10,5,10
2024-10-22,Branch A,Cardiology,40,33,8,5,26
2024-10-22,Branch A,Oncology,88,60,17,17,13
2024-10-22,Branch A,Orthopedics,70,55,14,9,26
2024-10-22,Branch A,Pediatrics,86,53,17,13,16
2024-10-22,Branch A,Emergency,89,66,17,17,32
2024-10-22,Branch A,General Medicine,105,97,21,21,22
2024-10-22,Branch B,Cardiology,65,57,13,9,30
2024-10-22,Branch B,Oncology,117,89,23,20,25
2024-10-22,Branch B,Orthopedics,76,65,15,11,32
2024-10-22,Branch B,Pediatrics,41,37,8,7,10
2024-10-22,Branch B,Emergency,111,82,22,16,23
2024-10-22,Branch B,General Medicine,61,44,12,7,35
2024-10-22,Branch C,Cardiology,93,76,18,15,13
2024-10-22,Branch C,Oncology,114,94,22,19,24
2024-10-22,Branch C,Orthopedics,96,80,19,18,26
2024-10-22,Branch C,Pediatrics,63,30,12,10,12
2024-10-22,Branch C,Emergency,104,82,20,20,17
2024-10-22,Branch C,General Medicine,51,34,10,10,26
2024-10-23,Branch A,Cardiology,75,46,15,10,23
2024-10-23,Branch A,Oncology,115,77,23,18,35
2024-10-23,Branch A,Orthopedics,106,73,21,16,32
2024-10-23,Branch A,Pediatrics,54,34,10,4,16
2024-10-23,Branch A,Emergency,50,37,10,9,17
2024-10-23,Branch A,General Medicine,42,33,8,8,19
2024-10-23,Branch B,Cardiology,119,79,23,16,24
2024-10-23,Branch B,Oncology,49,49,9,5,28
2024-10-23,Branch B,Orthopedics,97,77,19,15,34
2024-10-23,Branch B,Pediatrics,94,66,18,14,12
2024-10-23,Branch B,Emergency,103,76,20,16,38
2024-10-23,Branch B,General Medicine,54,26,10,7,27
2024-10-23,Branch C,Cardiology,61,37,12,8,30
2024-10-23,Branch C,Oncology,82,66,16,13,26
2024-10-23,Branch C,Orthopedics,98,71,19,17,33
2024-10-23,Branch C,Pediatrics,99,68,19,14,23
2024-10-23,Branch C,Emergency,119,80,23,17,26
2024-10-23,Branch C,General Medicine,102,96,20,14,25
2024-10-24,Branch A,Cardiology,82,51,16,10,33
2024-10-24,Branch A,Oncology,81,61,16,10,15
2024-10-24,Branch A,Orthopedics,65,55,13,12,20
2024-10-24,Branch A,Pediatrics,88,87,17,16,27
2024-10-24,Branch A,Emergency,40,31,8,6,27
2024-10-24,Branch A,General Medicine,118,87,23,14,26
2024-10-24,Branch B,Cardiology,108,93,21,20,16
2024-10-24,Branch B,Oncology,89,60,17,15,21
2024-10-24,Branch B,Orthopedics,118,100,23,18,27
2024-10-24,Branch B,Pediatrics,112,75,22,10,32
2024-10-24,Branch B,Emergency,54,43,10,7,14
2024-10-24,Branch B,General Medicine,66,48,13,8,10
2024-10-24,Branch C,Cardiology,56,48,11,6,29
2024-10-24,Branch C,Oncology,70,54,14,12,10
2024-10-24,Branch C,Orthopedics,55,46,11,9,25
2024-10-24,Branch C,Pediatrics,100,79,20,8,13
2024-10-24,Branch C,Emergency,105,74,21,13,14
2024-10-24,Branch C,General Medicine,49,32,9,9,28
2024-10-25,Branch A,Cardiology,57,36,11,6,21
2024-10-25,Branch A,Oncology,76,45,15,15,37
2024-10-25,Branch A,Orthopedics,54,26,10,3,14
2024-10-25,Branch A,Pediatrics,43,29,8,8,25
2024-10-25,Branch A,Emergency,100,73,20,14,28
2024-10-25,Branch A,General Medicine,70,53,14,14,32
2024-10-25,Branch B,Cardiology,87,44,17,15,32
2024-10-25,Branch B,Oncology,74,52,14,8,30
2024-10-25,Branch B,Orthopedics,44,44,8,7,12
2024-10-25,Branch B,Pediatrics,52,52,10,9,38
2024-10-25,Branch B,Emergency,110,79,22,19,32
2024-10-25,Branch B,General Medicine,46,32,9,7,27
2024-10-25,Branch C,Cardiology,69,57,13,12,29
2024-10-25,Branch C,Oncology,68,56,13,8,10
2024-10-25,Branch C,Orthopedics,76,53,15,14,22
2024-10-25,Branch C,Pediatrics,84,60,16,14,38
2024-10-25,Branch C,Emergency,40,19,8,3,34
2024-10-25,Branch C,General Medicine,106,73,21,12,34
2024-10-26,Branch A,Cardiology,114,87,22,19,10
2024-10-26,Branch A,Oncology,101,77,20,18,36
2024-10-26,Branch A,Orthopedics,45,41,9,9,18
2024-10-26,Branch A,Pediatrics,70,61,14,8,39
2024-10-26,Branch A,Emergency,57,57,11,11,25
2024-10-26,Branch A,General Medicine,51,28,10,8,21
2024-10-26,Branch B,Cardiology,83,72,16,8,13
2024-10-26,Branch B,Oncology,92,71,18,14,33
2024-10-26,Branch B,Orthopedics,75,59,15,13,25
2024-10-26,Branch B,Pediatrics,52,33,10,10,16
2024-10-26,Branch B,Emergency,66,34,13,7,18
2024-10-26,Branch B,General Medicine,59,49,11,9,36
2024-10-26,Branch C,Cardiology,81,57,16,13,12
2024-10-26,Branch C,Oncology,98,89,19,13,20
2024-10-26,Branch C,Orthopedics,70,70,14,9,31
2024-10-26,Branch C,Pediatrics,72,54,14,14,31
2024-10-26,Branch C,Emergency,84,66,16,12,36
2024-10-26,Branch C,General Medicine,61,54,12,7,36
2024-10-27,Branch A,Cardiology,108,99,21,14,20
2024-10-27,Branch A,Oncology,65,45,13,13,34
2024-10-27,Branch A,Orthopedics,102,92,20,15,11
2024-10-27,Branch A,Pediatrics,116,70,23,17,30
2024-10-27,Branch A,Emergency,54,54,10,9,12
2024-10-27,Branch A,General Medicine,64,47,12,6,33
2024-10-27,Branch B,Cardiology,55,43,11,11,20
2024-10-27,Branch B,Oncology,65,51,13,6,34
2024-10-27,Branch B,Orthopedics,51,25,10,8,17
2024-10-27,Branch B,Pediatrics,67,47,13,10,22
2024-10-27,Branch B,Emergency,85,77,17,10,30
2024-10-27,Branch B,General Medicine,60,60,12,7,24
2024-10-27,Branch C,Cardiology,106,91,21,16,25
2024-10-27,Branch C,Oncology,65,39,13,8,19
2024-10-27,Branch C,Orthopedics,69,57,13,1,30
2024-10-27,Branch C,Pediatrics,97,62,19,17,38
2024-10-27,Branch C,Emergency,96,75,19,13,18
2024-10-27,Branch C,General Medicine,115,71,23,23,18
2024-10-28,Branch A,Cardiology,106,89,21,21,24
2024-10-28,Branch A,Oncology,50,31,10,9,21
2024-10-28,Branch A,Orthopedics,43,38,8,8,32
2024-10-28,Branch A,Pediatrics,118,90,23,18,31
2024-10-28,Branch A,Emergency,56,30,11,4,19
2024-10-28,Branch A,General Medicine,119,88,23,19,12
2024-10-28,Branch B,Cardiology,63,46,12,4,24
2024-10-28,Branch B,Oncology,81,61,16,10,25
2024-10-28,Branch B,Orthopedics,107,63,21,16,17
2024-10-28,Branch B,Pediatrics,113,79,22,14,13
2024-10-28,Branch B,Emergency,51,40,10,8,18
2024-10-28,Branch B,General Medicine,114,99,22,14,13
2024-10-28,Branch C,Cardiology,93,61,18,13,15
2024-10-28,Branch C,Oncology,102,71,20,12,39
2024-10-28,Branch C,Orthopedics,116,86,23,18,39
2024-10-28,Branch C,Pediatrics,114,72,22,22,23
2024-10-28,Branch C,Emergency,85,67,17,13,26
2024-10-28,Branch C,General Medicine,55,44,11,5,26
2024-10-29,Branch A,Cardiology,113,98,22,16,30
2024-10-29,Branch A,Oncology,74,38,14,12,27
2024-10-29,Branch A,Orthopedics,77,67,15,15,22
2024-10-29,Branch A,Pediatrics,106,69,21,14,24
2024-10-29,Branch A,Emergency,71,62,14,14,12
2024-10-29,Branch A,General Medicine,68,39,13,8,14
2024-10-29,Branch B,Cardiology,42,22,8,3,24
2024-10-29,Branch B,Oncology,52,33,10,6,13
2024-10-29,Branch B,Orthopedics,48,44,9,7,11
2024-10-29,Branch B,Pediatrics,67,55,13,9,26
2024-10-29,Branch B,Emergency,60,60,12,11,37
2024-10-29,Branch B,General Medicine,60,43,12,7,32
2024-10-29,Branch C,Cardiology,57,22,11,10,15
2024-10-29,Branch C,Oncology,119,99,23,16,11
2024-10-29,Branch C,Orthopedics,103,77,20,13,16
2024-10-29,Branch C,Pediatrics,108,94,21,17,27
2024-10-29,Branch C,Emergency,57,54,11,10,28
2024-10-29,Branch C,General Medicine,86,67,17,16,10
2024-10-30,Branch A,Cardiology,81,43,16,15,16
2024-10-30,Branch A,Oncology,91,59,18,15,33
2024-10-30,Branch A,Orthopedics,94,91,18,15,20
2024-10-30,Branch A,Pediatrics,64,33,12,11,36
2024-10-30,Branch A,Emergency,103,73,20,16,10
2024-10-30,Branch A,General Medicine,97,63,19,17,37
2024-10-30,Branch B,Cardiology,50,50,10,6,17
2024-10-30,Branch B,Oncology,63,43,12,10,31
2024-10-30,Branch B,Orthopedics,57,31,11,9,13
2024-10-30,Branch B,Pediatrics,73,43,14,8,24
2024-10-30,Branch B,Emergency,59,41,11,8,34
2024-10-30,Branch B,General Medicine,98,68,19,18,37
2024-10-30,Branch C,Cardiology,68,46,13,7,39
2024-10-30,Branch C,Oncology,73,69,14,12,28
2024-10-30,Branch C,Orthopedics,112,85,22,16,15
2024-10-30,Branch C,Pediatrics,96,45,19,18,33
2024-10-30,Branch C,Emergency,48,33,9,6,33
2024-10-30,Branch C,General Medicine,63,45,12,6,21
2024-10-31,Branch A,Cardiology,52,36,10,10,37
2024-10-31,Branch A,Oncology,50,46,10,8,39
2024-10-31,Branch A,Orthopedics,99,67,19,17,27
2024-10-31,Branch A,Pediatrics,77,40,15,12,15
2024-10-31,Branch A,Emergency,70,42,14,12,18
2024-10-31,Branch A,General Medicine,45,31,9,4,32
2024-10-31,Branch B,Cardiology,82,55,16,11,28
2024-10-31,Branch B,Oncology,107,92,21,17,17
2024-10-31,Branch B,Orthopedics,97,72,19,19,15
2024-10-31,Branch B,Pediatrics,56,21,11,8,12
2024-10-31,Branch B,Emergency,116,74,23,20,38
2024-10-31,Branch B,General Medicine,75,49,15,9,25
2024-10-31,Branch C,Cardiology,89,71,17,8,20
2024-10-31,Branch C,Oncology,66,41,13,6,19
2024-10-31,Branch C,Orthopedics,92,80,18,14,36
2024-10-31,Branch C,Pediatrics,87,70,17,17,15
2024-10-31,Branch C,Emergency,107,68,21,19,31
2024-10-31,Branch C,General Medicine,97,77,19,11,20
2024-11-01,Branch A,Cardiology,43,37,8,8,18
2024-11-01,Branch A,Oncology,97,71,19,15,38
2024-11-01,Branch A,Orthopedics,115,97,23,20,20
2024-11-01,Branch A,Pediatrics,41,18,8,0,26
2024-11-01,Branch A,Emergency,48,43,9,4,12
2024-11-01,Branch A,General Medicine,67,34,13,10,11
2024-11-01,Branch B,Cardiology,83,60,16,15,27
2024-11-01,Branch B,Oncology,107,95,21,16,28
2024-11-01,Branch B,Orthopedics,83,35,16,12,17
2024-11-01,Branch B,Pediatrics,59,59,11,6,13
2024-11-01,Branch B,Emergency,93,67,18,18,25
2024-11-01,Branch B,General Medicine,107,56,21,17,26
2024-11-01,Branch C,Cardiology,101,64,20,15,10
2024-11-01,Branch C,Oncology,43,16,8,8,10
2024-11-01,Branch C,Orthopedics,113,83,22,17,32
2024-11-01,Branch C,Pediatrics,88,69,17,15,24
2024-11-01,Branch C,Emergency,57,39,11,9,10
2024-11-01,Branch C,General Medicine,93,65,18,16,29
2024-11-02,Branch A,Cardiology,80,61,16,15,24
2024-11-02,Branch A,Oncology,91,72,18,16,19
2024-11-02,Branch A,Orthopedics,92,91,18,14,14
2024-11-02,Branch A,Pediatrics,77,53,15,15,13
2024-11-02,Branch A,Emergency,105,89,21,11,23
2024-11-02,Branch A,General Medicine,102,82,20,20,35
2024-11-02,Branch B,Cardiology,101,68,20,16,10
2024-11-02,Branch B,Oncology,111,83,22,18,14
2024-11-02,Branch B,Orthopedics,51,30,10,8,20
2024-11-02,Branch B,Pediatrics,86,64,17,17,30
2024-11-02,Branch B,Emergency,46,38,9,5,27
2024-11-02,Branch B,General Medicine,95,75,19,14,10
2024-11-02,Branch C,Cardiology,103,80,20,16,30
2024-11-02,Branch C,Oncology,48,42,9,7,13
2024-11-02,Branch C,Orthopedics,49,18,9,9,37
2024-11-02,Branch C,Pediatrics,82,59,16,10,23
2024-11-02,Branch C,Emergency,78,54,15,14,22
2024-11-02,Branch C,General Medicine,57,29,11,3,35
2024-11-03,Branch A,Cardiology,89,70,17,17,27
2024-11-03,Branch A,Oncology,82,67,16,16,31
2024-11-03,Branch A,Orthopedics,86,76,17,13,28
2024-11-03,Branch A,Pediatrics,98,85,19,19,35
2024-11-03,Branch A,Emergency,84,71,16,11,35
2024-11-03,Branch A,General Medicine,91,82,18,14,21
2024-11-03,Branch B,Cardiology,79,53,15,11,36
2024-11-03,Branch B,Oncology,80,67,16,16,33
2024-11-03,Branch B,Orthopedics,44,29,8,6,29
2024-11-03,Branch B,Pediatrics,85,80,17,14,38
2024-11-03,Branch B,Emergency,58,38,11,9,36
2024-11-03,Branch B,General Medicine,86,47,17,17,20
2024-11-03,Branch C,Cardiology,50,50,10,9,32
2024-11-03,Branch C,Oncology,106,69,21,19,14
2024-11-03,Branch C,Orthopedics,77,64,15,13,32
2024-11-03,Branch C,Pediatrics,51,49,10,9,25
2024-11-03,Branch C,Emergency,63,60,12,12,23
2024-11-03,Branch C,General Medicine,95,65,19,13,12
2024-11-04,Branch A,Cardiology,58,45,11,6,33
2024-11-04,Branch A,Oncology,74,48,14,14,16
2024-11-04,Branch A,Orthopedics,52,48,10,3,23
2024-11-04,Branch A,Pediatrics,53,27,10,10,23
2024-11-04,Branch A,Emergency,102,73,20,12,38
2024-11-04,Branch A,General Medicine,47,27,9,5,22
2024-11-04,Branch B,Cardiology,45,35,9,9,14
2024-11-04,Branch B,Oncology,45,45,9,3,10
2024-11-04,Branch B,Orthopedics,46,46,9,7,11
2024-11-04,Branch B,Pediatrics,96,44,19,14,12
2024-11-04,Branch B,Emergency,76,42,15,13,30
2024-11-04,Branch B,General Medicine,84,50,16,14,39
2024-11-04,Branch C,Cardiology,116,94,23,11,30
2024-11-04,Branch C,Oncology,77,67,15,14,12
2024-11-04,Branch C,Orthopedics,109,68,21,17,23
2024-11-04,Branch C,Pediatrics,94,70,18,14,23
2024-11-04,Branch C,Emergency,55,47,11,10,22
2024-11-04,Branch C,General Medicine,43,43,8,3,27
2024-11-05,Branch A,Cardiology,84,58,16,9,16
2024-11-05,Branch A,Oncology,86,52,17,9,24
2024-11-05,Branch A,Orthopedics,92,75,18,18,25
2024-11-05,Branch A,Pediatrics,116,71,23,15,37
2024-11-05,Branch A,Emergency,86,66,17,12,38
2024-11-05,Branch A,General Medicine,84,72,16,11,34
2024-11-05,Branch B,Cardiology,74,74,14,8,18
2024-11-05,Branch B,Oncology,118,81,23,19,24
2024-11-05,Branch B,Orthopedics,67,52,13,12,28
2024-11-05,Branch B,Pediatrics,112,94,22,10,37
2024-11-05,Branch B,Emergency,63,48,12,8,14
2024-11-05,Branch B,General Medicine,104,85,20,18,16
2024-11-05,Branch C,Cardiology,60,49,12,9,12
2024-11-05,Branch C,Oncology,82,56,16,14,37
2024-11-05,Branch C,Orthopedics,106,61,21,13,34
2024-11-05,Branch C,Pediatrics,81,44,16,15,34
2024-11-05,Branch C,Emergency,46,24,9,5,37
2024-11-05,Branch C,General Medicine,114,93,22,22,14
2024-11-06,Branch A,Cardiology,109,61,21,18,38
2024-11-06,Branch A,Oncology,40,40,8,8,13
2024-11-06,Branch A,Orthopedics,47,15,9,1,30
2024-11-06,Branch A,Pediatrics,51,25,10,9,14
2024-11-06,Branch A,Emergency,95,63,19,14,24
2024-11-06,Branch A,General Medicine,100,70,20,17,20
2024-11-06,Branch B,Cardiology,56,34,11,11,13
2024-11-06,Branch B,Oncology,73,56,14,11,19
2024-11-06,Branch B,Orthopedics,79,40,15,15,33
2024-11-06,Branch B,Pediatrics,104,64,20,17,34
2024-11-06,Branch B,Emergency,112,86,22,19,10
2024-11-06,Branch B,General Medicine,84,59,16,16,37
2024-11-06,Branch C,Cardiology,96,73,19,16,27
2024-11-06,Branch C,Oncology,50,38,10,10,15
2024-11-06,Branch C,Orthopedics,108,80,21,15,19
2024-11-06,Branch C,Pediatrics,95,69,19,13,17
2024-11-06,Branch C,Emergency,70,51,14,14,26
2024-11-06,Branch C,General Medicine,61,41,12,12,27
2024-11-07,Branch A,Cardiology,54,37,10,7,13
2024-11-07,Branch A,Oncology,80,67,16,11,10
2024-11-07,Branch A,Orthopedics,62,49,12,9,38
2024-11-07,Branch A,Pediatrics,105,88,21,11,38
2024-11-07,Branch A,Emergency,117,89,23,15,39
2024-11-07,Branch A,General Medicine,68,44,13,9,15
2024-11-07,Branch B,Cardiology,55,49,11,10,25
2024-11-07,Branch B,Oncology,48,48,9,9,37
2024-11-07,Branch B,Orthopedics,55,30,11,7,19
2024-11-07,Branch B,Pediatrics,61,51,12,9,10
2024-11-07,Branch B,Emergency,64,44,12,12,39
2024-11-07,Branch B,General Medicine,100,81,20,20,38
2024-11-07,Branch C,Cardiology,79,63,15,12,35
2024-11-07,Branch C,Oncology,97,76,19,13,30
2024-11-07,Branch C,Orthopedics,112,91,22,21,22
2024-11-07,Branch C,Pediatrics,81,64,16,13,24
2024-11-07,Branch C,Emergency,41,24,8,8,32
2024-11-07,Branch C,General Medicine,106,73,21,14,28
2024-11-08,Branch A,Cardiology,52,37,10,5,13
2024-11-08,Branch A,Oncology,87,64,17,7,36
2024-11-08,Branch A,Orthopedics,97,72,19,15,25
2024-11-08,Branch A,Pediatrics,100,88,20,16,27
2024-11-08,Branch A,Emergency,71,39,14,8,30
2024-11-08,Branch A,General Medicine,81,71,16,16,30
2024-11-08,Branch B,Cardiology,82,58,16,8,31
2024-11-08,Branch B,Oncology,118,90,23,23,18
2024-11-08,Branch B,Orthopedics,95,85,19,14,20
2024-11-08,Branch B,Pediatrics,72,62,14,6,29
2024-11-08,Branch B,Emergency,41,41,8,8,20
2024-11-08,Branch B,General Medicine,102,81,20,13,31
2024-11-08,Branch C,Cardiology,66,36,13,5,28
2024-11-08,Branch C,Oncology,67,56,13,10,28
2024-11-08,Branch C,Orthopedics,93,64,18,16,32
2024-11-08,Branch C,Pediatrics,74,47,14,7,26
2024-11-08,Branch C,Emergency,63,39,12,9,38
2024-11-08,Branch C,General Medicine,108,74,21,11,38
2024-11-09,Branch A,Cardiology,76,49,15,11,25
2024-11-09,Branch A,Oncology,114,91,22,19,17
2024-11-09,Branch A,Orthopedics,113,82,22,20,14
2024-11-09,Branch A,Pediatrics,111,90,22,19,15
2024-11-09,Branch A,Emergency,53,25,10,8,31
2024-11-09,Branch A,General Medicine,96,77,19,14,15
2024-11-09,Branch B,Cardiology,46,35,9,6,23
2024-11-09,Branch B,Oncology,113,75,22,20,12
2024-11-09,Branch B,Orthopedics,57,42,11,6,29
2024-11-09,Branch B,Pediatrics,49,17,9,5,20
2024-11-09,Branch B,Emergency,41,22,8,8,12
2024-11-09,Branch B,General Medicine,105,85,21,16,11
2024-11-09,Branch C,Cardiology,41,39,8,2,18
2024-11-09,Branch C,Oncology,62,54,12,10,30
2024-11-09,Branch C,Orthopedics,52,52,10,6,23
2024-11-09,Branch C,Pediatrics,112,78,22,17,38
2024-11-09,Branch C,Emergency,93,73,18,13,14
2024-11-09,Branch C,General Medicine,50,50,10,10,14
2024-11-10,Branch A,Cardiology,94,66,18,14,30
2024-11-10,Branch A,Oncology,96,49,19,13,27
2024-11-10,Branch A,Orthopedics,117,93,23,17,18
2024-11-10,Branch A,Pediatrics,74,60,14,8,34
2024-11-10,Branch A,Emergency,104,82,20,18,36
2024-11-10,Branch A,General Medicine,98,92,19,15,32
2024-11-10,Branch B,Cardiology,41,33,8,3,22
2024-11-10,Branch B,Oncology,46,21,9,7,31
2024-11-10,Branch B,Orthopedics,51,27,10,4,20
2024-11-10,Branch B,Pediatrics,85,63,17,13,35
2024-11-10,Branch B,Emergency,115,90,23,12,20
2024-11-10,Branch B,General Medicine,80,59,16,13,39
2024-11-10,Branch C,Cardiology,107,73,21,14,29
2024-11-10,Branch C,Oncology,85,81,17,12,39
2024-11-10,Branch C,Orthopedics,57,32,11,6,15
2024-11-10,Branch C,Pediatrics,105,83,21,13,17
2024-11-10,Branch C,Emergency,70,65,14,8,26
2024-11-10,Branch C,General Medicine,60,42,12,9,33
2024-11-11,Branch A,Cardiology,97,73,19,14,12
2024-11-11,Branch A,Oncology,93,73,18,9,13
2024-11-11,Branch A,Orthopedics,75,46,15,9,34
2024-11-11,Branch A,Pediatrics,118,87,23,17,16
2024-11-11,Branch A,Emergency,43,37,8,4,24
2024-11-11,Branch A,General Medicine,57,33,11,8,32
2024-11-11,Branch B,Cardiology,67,46,13,6,35
2024-11-11,Branch B,Oncology,52,45,10,9,38
2024-11-11,Branch B,Orthopedics,79,70,15,15,14
2024-11-11,Branch B,Pediatrics,55,49,11,10,32
2024-11-11,Branch B,Emergency,46,46,9,5,23
2024-11-11,Branch B,General Medicine,73,67,14,11,17
2024-11-11,Branch C,Cardiology,82,52,16,14,34
2024-11-11,Branch C,Oncology,103,84,20,19,14
2024-11-11,Branch C,Orthopedics,102,65,20,14,16
2024-11-11,Branch C,Pediatrics,76,48,15,6,17
2024-11-11,Branch C,Emergency,48,48,9,9,22
2024-11-11,Branch C,General Medicine,94,65,18,16,21
2024-11-12,Branch A,Cardiology,115,75,23,16,23
2024-11-12,Branch A,Oncology,50,34,10,6,18
2024-11-12,Branch A,Orthopedics,48,26,9,6,25
2024-11-12,Branch A,Pediatrics,95,70,19,11,24
2024-11-12,Branch A,Emergency,97,63,19,14,18
2024-11-12,Branch A,General Medicine,46,46,9,8,23
2024-11-12,Branch B,Cardiology,60,49,12,3,36
2024-11-12,Branch B,Oncology,111,103,22,19,14
2024-11-12,Branch B,Orthopedics,103,78,20,13,29
2024-11-12,Branch B,Pediatrics,117,92,23,15,21
2024-11-12,Branch B,Emergency,106,77,21,10,29
2024-11-12,Branch B,General Medicine,89,77,17,15,16
2024-11-12,Branch C,Cardiology,70,63,14,14,11
2024-11-12,Branch C,Oncology,51,31,10,10,39
2024-11-12,Branch C,Orthopedics,54,36,10,4,31
2024-11-12,Branch C,Pediatrics,52,27,10,9,31
2024-11-12,Branch C,Emergency,93,65,18,15,30
2024-11-12,Branch C,General Medicine,85,61,17,10,27
2024-11-13,Branch A,Cardiology,108,87,21,18,11
2024-11-13,Branch A,Oncology,85,74,17,13,27
2024-11-13,Branch A,Orthopedics,67,57,13,10,11
2024-11-13,Branch A,Pediatrics,55,47,11,5,12
2024-11-13,Branch A,Emergency,68,48,13,7,25
2024-11-13,Branch A,General Medicine,48,34,9,5,19
2024-11-13,Branch B,Cardiology,83,73,16,8,35
2024-11-13,Branch B,Oncology,70,70,14,10,16
2024-11-13,Branch B,Orthopedics,81,52,16,9,15
2024-11-13,Branch B,Pediatrics,98,62,19,16,23
2024-11-13,Branch B,Emergency,107,84,21,13,15
2024-11-13,Branch B,General Medicine,55,34,11,8,28
2024-11-13,Branch C,Cardiology,60,34,12,12,16
2024-11-13,Branch C,Oncology,67,47,13,3,25
